WKT;HRB_Number
"POINT (-117.193196681871441 32.751594272309212)";     26.00000000000
"POINT (-117.194468092948696 32.752826028771103)";     32.00000000000
"POINT (-117.195487722427089 32.7526743373326)";     34.00000000000
"POINT (-117.196599693234234 32.757117675050132)";     35.00000000000
"POINT (-117.193795674728833 32.75855859400086)";     35.00000000000
"POINT (-117.197027521625984 32.751859588283402)";     36.00000000000
"POINT (-117.195776085114801 32.75373517391786)";     42.00000000000
"POINT (-117.193628530077703 32.758439738686533)";     44.00000000000
"POINT (-117.192568581471619 32.750704394220449)";     46.00000000000
"POINT (-117.059823708256474 33.063755962477572)";     29.00000000000
"POINT (-117.040942251485063 32.78194625649828)";    321.00000000000
"POINT (-117.192775988375274 32.750755533381863)";     46.00000000000
"POINT (-117.192847448440091 32.75094496810312)";     46.00000000000
"POINT (-117.192310817326586 32.753718884414944)";     82.00000000000
"POINT (-117.192176583262977 32.753629809286409)";    114.00000000000
"POINT (-117.19344218715878 32.758464315563323)";    237.00000000000
"POINT (-117.193322640417861 32.758502769193669)";    240.00000000000
"POINT (-117.19577837087887 32.753671962671511)";    323.00000000000
"POINT (-117.195781449272303 32.753007443812308)";    352.00000000000
"POINT (-117.194360749125352 32.754709433841512)";    907.00000000000
"POINT (-117.242937690312573 32.719847065335074)";    951.00000000000
"POINT (-117.217271040737316 32.743220445393895)";    952.00000000000
"POINT (-117.21664151410566 32.740684356002184)";    953.00000000000
"POINT (-117.093893050969882 32.711114648989067)";    954.00000000000
"POINT (-117.240644417646706 32.713695703761019)";    955.00000000000
"POINT (-117.260942115710762 32.850491576548215)";    956.00000000000
"POINT (-117.17786769118338 32.744946307458136)";    957.00000000000
"POINT (-117.152860218732513 32.756804102626653)";    958.00000000000
"POINT (-117.24193133954364 32.713980015323656)";    959.00000000000
"POINT (-117.27038714820452 32.847561448898659)";    960.00000000000
"POINT (-117.106108293898458 32.770998041971019)";    961.00000000000
"POINT (-117.133901833115814 32.742561161417463)";    962.00000000000
"POINT (-117.133078175808365 32.717651484084818)";    963.00000000000
"POINT (-117.168139539986186 32.723468900792348)";    262.00000000000
"POINT (-117.168164796206341 32.723569403654494)";    263.00000000000
"POINT (-117.168195756564998 32.723636081836361)";    264.00000000000
"POINT (-117.171059970550388 32.729411118146466)";    265.00000000000
"POINT (-117.170511515262419 32.727354262942029)";    266.00000000000
"POINT (-117.171527629057067 32.728142237019313)";    267.00000000000
"POINT (-117.171339326184651 32.728226017906302)";    268.00000000000
"POINT (-117.157973918433441 32.720295698081252)";    269.00000000000
"POINT (-117.159695260729507 32.7310718999586)";    270.00000000000
"POINT (-117.167105211939784 32.721764887788026)";    271.00000000000
"POINT (-117.167802053139027 32.723727257235097)";    272.00000000000
"POINT (-117.168011103728475 32.725986303804362)";    275.00000000000
"POINT (-117.214522190134218 32.743391264283602)";    964.00000000000
"POINT (-117.270298338272795 32.821159964435687)";    965.00000000000
"POINT (-117.105605157156361 32.761735290099004)";    966.00000000000
"POINT (-117.105656958424674 32.769077918930911)";    967.00000000000
"POINT (-117.106042282261242 32.761862126447838)";    968.00000000000
"POINT (-117.150063465895954 32.743013955825958)";    969.00000000000
"POINT (-117.151042453935133 32.713442430893956)";    970.00000000000
"POINT (-117.151127514483079 32.713344107695413)";    971.00000000000
"POINT (-117.169221822190977 32.724405877836752)";    277.00000000000
"POINT (-117.166776282376546 32.722250210685864)";    278.00000000000
"POINT (-117.166776070411103 32.722373551235641)";    279.00000000000
"POINT (-117.166774973195771 32.722473884359367)";    280.00000000000
"POINT (-117.16677451541031 32.722560469622749)";    281.00000000000
"POINT (-117.165885186749932 32.7221278881945)";    282.00000000000
"POINT (-117.1658853121303 32.722265228267005)";    283.00000000000
"POINT (-117.165885567888466 32.722540068801699)";    284.00000000000
"POINT (-117.165885694118145 32.722677490489261)";    285.00000000000
"POINT (-117.271566315307965 32.849771761233562)";    286.00000000000
"POINT (-117.157714988351344 32.742015884436753)";    287.00000000000
"POINT (-117.138433843826547 32.716116974152527)";    290.00000000000
"POINT (-117.161391899125221 32.717002687645966)";    291.00000000000
"POINT (-117.16521658955601 32.72212664798397)";    292.00000000000
"POINT (-117.16173754628808 32.719717357574346)";    296.00000000000
"POINT (-117.164148694993258 32.720736733435217)";    297.00000000000
"POINT (-117.162651996141548 32.721506063360884)";    298.00000000000
"POINT (-117.163242519747399 32.721783410562729)";    299.00000000000
"POINT (-117.161584107398511 32.721371032789989)";    300.00000000000
"POINT (-117.159593301780291 32.721112934135668)";    301.00000000000
"POINT (-117.157181682398829 32.722233188367639)";    302.00000000000
"POINT (-117.246696045876291 32.887156838069252)";    304.00000000000
"POINT (-117.156854671052116 32.721814727313884)";    305.00000000000
"POINT (-117.157165207062732 32.720763546879077)";    306.00000000000
"POINT (-117.161518828878897 32.734778077409871)";    307.00000000000
"POINT (-117.158587288623039 32.709139257217196)";    309.00000000000
"POINT (-117.146755980881053 32.746932272951447)";    310.00000000000
"POINT (-117.162759785424299 32.73434013523935)";    311.00000000000
"POINT (-117.169749463349802 32.721067426061389)";    312.00000000000
"POINT (-117.238293060813248 32.798660030184998)";    313.00000000000
"POINT (-117.264682557946102 32.847899623831992)";    314.00000000000
"POINT (-117.175238343377629 32.750070793428634)";    318.00000000000
"POINT (-117.140679202179186 32.754602117316402)";    319.00000000000
"POINT (-117.157670686532001 32.7095709675962)";    326.00000000000
"POINT (-117.279171423844929 32.838382964169504)";    327.00000000000
"POINT (-117.185771504568976 32.750676015695042)";    330.00000000000
"POINT (-117.162413202633587 32.746786634829192)";    331.00000000000
"POINT (-117.162486463290065 32.744977155845014)";    332.00000000000
"POINT (-117.167254145170332 32.74092270177848)";    333.00000000000
"POINT (-117.159706605099913 32.732643432827892)";    334.00000000000
"POINT (-117.159551939074262 32.71601374201488)";    335.00000000000
"POINT (-117.16453203710951 32.728815195417425)";    336.00000000000
"POINT (-117.072029918474726 32.748841661780133)";    337.00000000000
"POINT (-117.144509026338739 32.708611527241601)";    338.00000000000
"POINT (-117.142689331432791 32.704039940997717)";    340.00000000000
"POINT (-117.149152520186661 32.705601369845986)";    341.00000000000
"POINT (-117.149152150299955 32.70570576704803)";    342.00000000000
"POINT (-117.149151335416477 32.705896101859338)";    343.00000000000
"POINT (-117.159554691305544 32.716584362811311)";    344.00000000000
"POINT (-117.1627885683301 32.740053404732478)";    345.00000000000
"POINT (-117.280676540162077 32.840390581820891)";    347.00000000000
"POINT (-117.133281544300829 32.737620689065672)";    348.00000000000
"POINT (-117.127492044292708 32.731344019830772)";    349.00000000000
"POINT (-117.238057630570651 32.799123796853465)";    350.00000000000
"POINT (-117.146710403184244 32.747887767415662)";    351.00000000000
"POINT (-117.13326594298772 32.721788705809736)";    972.00000000000
"POINT (-117.105021338231253 32.761743459947134)";    973.00000000000
"POINT (-117.127997603655345 32.735397075927708)";    974.00000000000
"POINT (-117.220848088861217 32.74267476830012)";    975.00000000000
"POINT (-117.190468676188701 32.755283525097887)";    355.00000000000
"POINT (-117.133280761798417 32.737218042008969)";    356.00000000000
"POINT (-117.151935525937489 32.762401788222952)";    359.00000000000
"POINT (-117.220078715091987 32.73765281034192)";    360.00000000000
"POINT (-117.186967594122763 32.757634910270305)";    361.00000000000
"POINT (-117.140430108132151 32.763104722592104)";    362.00000000000
"POINT (-117.112010474363117 32.763849229517739)";    363.00000000000
"POINT (-117.275273093478802 32.843346980718543)";    364.00000000000
"POINT (-117.162782023239828 32.739155372120422)";    365.00000000000
"POINT (-117.165958926820409 32.743497693908012)";    366.00000000000
"POINT (-117.159876033714298 32.716298205921987)";    367.00000000000
"POINT (-117.245019840600307 32.874891664380193)";    368.00000000000
"POINT (-117.143932120508765 32.76301516251857)";    369.00000000000
"POINT (-117.095006854308863 32.764094514213227)";    479.00000000000
"POINT (-117.175759852151472 32.755373783019579)";    482.00000000000
"POINT (-117.159994566275969 32.729510456707338)";    483.00000000000
"POINT (-117.185483643685529 32.750675249016552)";    484.00000000000
"POINT (-117.132697147742078 32.720023783329502)";    485.00000000000
"POINT (-117.24563720053672 32.713571018217337)";    486.00000000000
"POINT (-117.180922610222083 32.75145726826657)";    487.00000000000
"POINT (-117.172194658660828 32.736365351681165)";    488.00000000000
"POINT (-117.185233279324137 32.748691225705102)";    489.00000000000
"POINT (-117.216886921314924 32.742953293151395)";    490.00000000000
"POINT (-117.131757275834616 32.722814145721351)";    491.00000000000
"POINT (-117.180410540476799 32.751038031996991)";    492.00000000000
"POINT (-117.128993880926146 32.742135968076333)";    493.00000000000
"POINT (-117.15506378082641 32.751879827973717)";    494.00000000000
"POINT (-117.183564016028328 32.752582904980308)";    495.00000000000
"POINT (-117.120229990891076 32.771256145879292)";    496.00000000000
"POINT (-117.13355750562836 32.71767939596031)";    497.00000000000
"POINT (-117.273522380693038 32.836826012826172)";    498.00000000000
"POINT (-117.133292606224686 32.719681854073045)";    499.00000000000
"POINT (-117.10211694862484 32.762204093227574)";    500.00000000000
"POINT (-117.133297027845657 32.719212782140836)";    501.00000000000
"POINT (-117.268724630804826 32.821485227487969)";    502.00000000000
"POINT (-117.27427907300671 32.836976378149402)";    503.00000000000
"POINT (-117.104795367993475 32.769439112327511)";    504.00000000000
"POINT (-117.133265193860197 32.72191827541829)";    505.00000000000
"POINT (-117.12898174178828 32.739942552988012)";    506.00000000000
"POINT (-117.173852536167445 32.756880503661968)";    507.00000000000
"POINT (-117.266814045434614 32.843765368679811)";    508.00000000000
"POINT (-117.158001940948324 32.710599598835131)";    509.00000000000
"POINT (-117.10533483048907 32.767396337036601)";    707.00000000000
"POINT (-117.274713058466503 32.848768602579668)";    708.00000000000
"POINT (-117.149009202854486 32.712997566589557)";    709.00000000000
"POINT (-117.259096629776693 32.847791569741268)";    710.00000000000
"POINT (-117.179637159472449 32.752056122088689)";    711.00000000000
"POINT (-117.162373599413954 32.74254456804524)";    613.00000000000
"POINT (-117.17478025957719 32.753321210710659)";    614.00000000000
"POINT (-117.263399543469049 32.845368573005508)";    615.00000000000
"POINT (-117.183104875343858 32.752407492203389)";    616.00000000000
"POINT (-117.180848808009927 32.750590113593482)";    617.00000000000
"POINT (-117.183962696232527 32.751419463872431)";    618.00000000000
"POINT (-117.11070368084296 32.768704195425627)";    619.00000000000
"POINT (-117.132353081484766 32.721910677943086)";    620.00000000000
"POINT (-117.180779921092977 32.753662053132608)";    621.00000000000
"POINT (-117.259187184796005 32.848047670421572)";    622.00000000000
"POINT (-117.105103381768231 32.769045570321026)";    623.00000000000
"POINT (-117.270145888011669 32.820785208415437)";    624.00000000000
"POINT (-117.184784854557222 32.75330885623633)";    625.00000000000
"POINT (-117.136242481530061 32.714995073949119)";    626.00000000000
"POINT (-117.133282195892647 32.737788351034453)";    627.00000000000
"POINT (-117.215931893267836 32.741148766674073)";    628.00000000000
"POINT (-117.220950319368555 32.746245304597181)";    629.00000000000
"POINT (-117.275753705598888 32.820577490921465)";    630.00000000000
"POINT (-117.253644923863718 32.733788539697208)";    631.00000000000
"POINT (-117.151604196501253 32.70924269893802)";    632.00000000000
"POINT (-117.156829300748001 32.716583846560553)";    634.00000000000
"POINT (-117.160774551532882 32.716145924717225)";    635.00000000000
"POINT (-117.155005037303994 32.717187456106501)";    636.00000000000
"POINT (-117.157150441911696 32.716512777887843)";    637.00000000000
"POINT (-117.261280481689695 32.850092786078122)";    638.00000000000
"POINT (-117.27996748436064 32.831737185368766)";    639.00000000000
"POINT (-117.155896206192352 32.715461372149583)";    641.00000000000
"POINT (-117.158976686179486 32.716576938361527)";    643.00000000000
"POINT (-117.158567153476611 32.717006515424771)";    644.00000000000
"POINT (-117.155326647828815 32.717081345707221)";    645.00000000000
"POINT (-117.155894767100264 32.71525559376758)";    646.00000000000
"POINT (-117.155337506155831 32.718276872871584)";    647.00000000000
"POINT (-117.163079491731239 32.747205940750149)";    648.00000000000
"POINT (-117.219556852538048 32.743254601797318)";    649.00000000000
"POINT (-117.144305388990148 32.714915186312027)";    510.00000000000
"POINT (-117.126228165383154 32.726351950032836)";    511.00000000000
"POINT (-117.237079072777235 32.711908318222996)";    512.00000000000
"POINT (-117.131774174896947 32.72149514070783)";    513.00000000000
"POINT (-117.280200907470501 32.833019719517566)";    514.00000000000
"POINT (-117.104546496652802 32.774478230849688)";    515.00000000000
"POINT (-117.247251041372863 32.717496604287625)";    516.00000000000
"POINT (-117.10396239965462 32.768611008424301)";    518.00000000000
"POINT (-117.102048204217411 32.775502503870591)";    519.00000000000
"POINT (-117.280727416142 32.835023061000243)";    520.00000000000
"POINT (-117.263222558002028 32.84708023464303)";    521.00000000000
"POINT (-117.190904800737968 32.755193798203969)";    522.00000000000
"POINT (-117.185432459170556 32.751877662076737)";    523.00000000000
"POINT (-117.140881674155239 32.764010162116207)";    524.00000000000
"POINT (-117.100564230092985 32.750472423693502)";    525.00000000000
"POINT (-117.263591473240055 32.847672236765632)";    528.00000000000
"POINT (-117.230284461626908 32.729129102953394)";    529.00000000000
"POINT (-117.165507834120007 32.735296463667964)";    530.00000000000
"POINT (-117.147929771106945 32.761978084714379)";    531.00000000000
"POINT (-117.187732803919388 32.755843054603567)";    532.00000000000
"POINT (-117.250799033062506 32.73102071946095)";    533.00000000000
"POINT (-117.151928363312805 32.743306672500829)";    534.00000000000
"POINT (-117.168271112086558 32.734703611741551)";    535.00000000000
"POINT (-117.213962668517027 32.743081883305102)";    536.00000000000
"POINT (-117.166342082521908 32.727905713354573)";    537.00000000000
"POINT (-117.140464674109239 32.763627678701312)";    538.00000000000
"POINT (-117.123360230708045 32.737123771315133)";    539.00000000000
"POINT (-117.138665585408233 32.742665594198805)";    540.00000000000
"POINT (-117.278021830016826 32.834227999620921)";    542.00000000000
"POINT (-117.162224703982758 32.710996717954231)";    543.00000000000
"POINT (-117.267562692304381 32.845787230560916)";    545.00000000000
"POINT (-117.128707154530161 32.721099831310013)";    546.00000000000
"POINT (-117.130843214971648 32.722802382711748)";    547.00000000000
"POINT (-117.074642413725869 32.762960556219021)";    548.00000000000
"POINT (-117.132249288630021 32.739109043108961)";    549.00000000000
"POINT (-117.133280746662564 32.736870356129202)";    550.00000000000
"POINT (-117.132720392237971 32.733121841031476)";    551.00000000000
"POINT (-117.267492596582002 32.81705367206991)";    552.00000000000
"POINT (-117.18727093419416 32.753467055701961)";    553.00000000000
"POINT (-117.220300313757932 32.737390915417286)";    554.00000000000
"POINT (-117.216349775516449 32.745245581057056)";    555.00000000000
"POINT (-117.236719219318104 32.722227349111733)";    556.00000000000
"POINT (-117.183847529250329 32.750973476807445)";    557.00000000000
"POINT (-117.130697159877087 32.741412865086005)";    558.00000000000
"POINT (-117.18504807735566 32.753477247946236)";    559.00000000000
"POINT (-117.275625794745949 32.822870102584183)";    560.00000000000
"POINT (-117.250044645911473 32.746622908493968)";    561.00000000000
"POINT (-117.13673055066451 32.734525028171355)";    564.00000000000
"POINT (-117.247279704696155 32.745455458631653)";    565.00000000000
"POINT (-117.102016348164966 32.771454249405977)";    566.00000000000
"POINT (-117.162725293855814 32.73001526631478)";    567.00000000000
"POINT (-117.162724921016974 32.729875099528698)";    568.00000000000
"POINT (-117.108390290442159 32.774003168838533)";    569.00000000000
"POINT (-117.262207461537216 32.840895233139726)";    570.00000000000
"POINT (-117.131315350955816 32.726766321225078)";    571.00000000000
"POINT (-117.181072093104305 32.750569574587239)";    572.00000000000
"POINT (-117.218243492491069 32.743737444572524)";    573.00000000000
"POINT (-117.217125641217066 32.740951952077765)";    574.00000000000
"POINT (-117.216127748800602 32.743985129226338)";    575.00000000000
"POINT (-117.216907784955652 32.7411553548067)";    576.00000000000
"POINT (-117.218132050866274 32.741902568113453)";    577.00000000000
"POINT (-117.217037119894925 32.742147497142277)";    578.00000000000
"POINT (-117.217888179965939 32.743233339400383)";    579.00000000000
"POINT (-117.216592855275394 32.740970853057078)";    580.00000000000
"POINT (-117.169538897324998 32.715270493066093)";    354.00000000000
"POINT (-117.190988928346812 32.754517952525298)";    721.00000000000
"POINT (-117.154547840635928 32.743919761628668)";    722.00000000000
"POINT (-117.131780923742042 32.720090445705374)";    723.00000000000
"POINT (-117.135416974978639 32.743655197451474)";    724.00000000000
"POINT (-117.124970242397524 32.730995894110521)";    725.00000000000
"POINT (-117.248313267096805 32.718084991703527)";    112.00000000000
"POINT (-117.241659906509554 32.709803904001966)";    400.00000000000
"POINT (-117.21554149099363 32.749514874000582)";     48.00000000000
"";     59.00000000000
"POINT (-117.088835315312096 33.046093120772824)";     81.00000000000
"POINT (-117.210949677718645 32.907808915948685)";     87.00000000000
"POINT (-117.143848635216315 32.763361576459417)";    346.00000000000
"POINT (-116.700936195758942 32.627309409616693)";    322.00000000000
"POINT (-117.108043767333996 32.720044512806098)";    726.00000000000
"POINT (-117.154403490565258 32.715280622028729)";    727.00000000000
"POINT (-117.190193975383082 32.753786377479436)";    729.00000000000
"POINT (-117.182036425496591 32.752563677328006)";    730.00000000000
"POINT (-117.257024985513084 32.845307991942583)";    731.00000000000
"POINT (-117.165771377350609 32.745166556726964)";    732.00000000000
"POINT (-117.18547388549176 32.757633187227263)";    733.00000000000
"POINT (-117.178748859942388 32.753566253399534)";    735.00000000000
"POINT (-117.106582441079709 32.767901996674546)";    736.00000000000
"POINT (-117.166039466516764 32.730910758654709)";    737.00000000000
"POINT (-117.173899869801417 32.753476225120878)";    738.00000000000
"POINT (-117.100937050762425 32.77165153186359)";    739.00000000000
"POINT (-117.262648158196257 32.845730987432496)";    740.00000000000
"POINT (-117.222248939136819 32.742596396912852)";    741.00000000000
"POINT (-117.125707415780369 32.718298403509522)";    742.00000000000
"POINT (-117.241240366135202 32.711148320354951)";    715.00000000000
"POINT (-117.152471671845774 32.709005113742499)";    728.00000000000
"POINT (-117.142186209046713 32.709761058218575)";     58.00000000000
"POINT (-117.169464330974733 32.716743565526507)";     56.00000000000
"POINT (-117.16126253020397 32.710268391187824)";     95.00000000000
"POINT (-117.272712799472743 32.849709470971092)";    101.00000000000
"POINT (-117.272503742054752 32.849760016578067)";    101.00000000000
"POINT (-117.183951453716574 32.741830592468581)";    232.00000000000
"POINT (-117.217499145510644 32.741178128914576)";    605.00000000000
"POINT (-117.216329440304207 32.740809262280088)";    606.00000000000
"POINT (-117.213948896916676 32.743920493160999)";    607.00000000000
"POINT (-117.124976800257272 32.730857192667308)";    608.00000000000
"POINT (-117.133399739938383 32.733597129863227)";    609.00000000000
"POINT (-117.104335992394496 32.76855712333299)";    610.00000000000
"POINT (-117.18580015702365 32.755189286588745)";    611.00000000000
"POINT (-117.132699250006226 32.719813155694347)";    612.00000000000
"POINT (-117.181316244344629 32.751819798028805)";    712.00000000000
"POINT (-117.138076710506724 32.763117184337432)";    713.00000000000
"POINT (-117.153641222576496 32.742091427361906)";    714.00000000000
"POINT (-117.218045693080711 32.74367341061869)";    650.00000000000
"POINT (-117.213455410979876 32.743685420002279)";    651.00000000000
"POINT (-117.215704458394228 32.741006889825876)";    652.00000000000
"POINT (-117.156239987890743 32.717293798611074)";    654.00000000000
"POINT (-117.156825241282917 32.716019714372244)";    655.00000000000
"POINT (-117.155321152999903 32.716310086985573)";    656.00000000000
"POINT (-117.175657063907863 32.752101162576366)";    657.00000000000
"POINT (-117.155329331106856 32.717499785314558)";    659.00000000000
"POINT (-117.156811777773498 32.715327536319599)";    660.00000000000
"POINT (-117.155371284418464 32.714860226639637)";    661.00000000000
"POINT (-117.189899620053637 32.750658583317261)";    662.00000000000
"POINT (-117.188611888480608 32.756093853989753)";    663.00000000000
"POINT (-117.102922177590386 32.775748488595248)";    664.00000000000
"POINT (-117.158972889056301 32.716113506235452)";    665.00000000000
"POINT (-117.219019339234137 32.7387403343727)";    667.00000000000
"POINT (-117.102423044754303 32.766864235220474)";    668.00000000000
"POINT (-117.150818146984747 32.710740554302561)";    669.00000000000
"POINT (-117.163043790508354 32.742880426635317)";    670.00000000000
"POINT (-117.154916035225085 32.74454373623059)";    671.00000000000
"POINT (-117.180857513270496 32.754888051555419)";    672.00000000000
"POINT (-117.186967714173349 32.751750762555766)";    673.00000000000
"POINT (-117.187545279673088 32.755121812161875)";    674.00000000000
"POINT (-117.1399002207894 32.764079998112507)";    675.00000000000
"POINT (-117.144147210735085 32.742865715810183)";    676.00000000000
"POINT (-117.104324382828594 32.76719588192622)";    677.00000000000
"POINT (-117.256382566507654 32.851486939963628)";    678.00000000000
"POINT (-117.256653533483401 32.844613923283859)";    679.00000000000
"POINT (-117.187870915454184 32.754043077498274)";    680.00000000000
"POINT (-117.188252293569718 32.753591559997112)";    681.00000000000
"POINT (-117.156973014286322 32.714987932301575)";    683.00000000000
"POINT (-117.159578961142458 32.71854387132538)";    685.00000000000
"POINT (-117.185533177952593 32.755021276720285)";    686.00000000000
"POINT (-117.163348717663169 32.735941237450923)";    687.00000000000
"POINT (-117.275616211517701 32.826094091383702)";    688.00000000000
"POINT (-117.262927785572472 32.832920721244584)";    689.00000000000
"POINT (-117.100923979163809 32.760749688893426)";    690.00000000000
"POINT (-117.216495331067748 32.740025527896279)";    691.00000000000
"POINT (-117.279242074361093 32.833947032221189)";    692.00000000000
"POINT (-117.268340496196203 32.826620615855241)";    693.00000000000
"POINT (-117.188437341203098 32.753373045974989)";    694.00000000000
"POINT (-117.183148266399044 32.748071842468889)";    695.00000000000
"POINT (-117.186081636505108 32.755360484460304)";    696.00000000000
"POINT (-117.133182139764457 32.733603174231213)";    697.00000000000
"POINT (-117.181998476452961 32.754972378617047)";    698.00000000000
"POINT (-117.186835185402742 32.756870245667336)";    699.00000000000
"POINT (-117.159473498007429 32.707463385062546)";    700.00000000000
"POINT (-117.158786902243364 32.713864175382213)";    701.00000000000
"POINT (-117.196681207197145 32.958234305254074)";    317.00000000000
"POINT (-117.137946609525045 32.706555052378498)";    219.00000000000
"POINT (-117.244542358426855 32.688282576273302)";     19.00000000000
"POINT (-117.16227579676773 32.714345687770553)";     51.00000000000
"POINT (-117.153872392142063 32.727469648487933)";     60.00000000000
"POINT (-116.990107592347869 33.086426642227821)";     12.00000000000
"POINT (-117.240839662207449 32.671922435812583)";     17.00000000000
"POINT (-117.233218041452531 32.68626951237902)";     20.00000000000
"POINT (-117.25148726310033 32.771788833966554)";     90.00000000000
"POINT (-117.251917698719083 32.771052634754092)";     91.00000000000
"POINT (-117.252448097890166 32.7705336616566)";     89.00000000000
"POINT (-117.236124776068934 32.686230027064603)";     16.00000000000
"POINT (-117.236872724738646 32.706076570670973)";     22.00000000000
"POINT (-117.243179273679161 32.6797853482962)";     23.00000000000
"POINT (-117.240856480776543 32.680603366957243)";     27.00000000000
"POINT (-117.071591554912644 32.780500084363524)";     80.00000000000
"POINT (-117.163259315757571 32.704549767698119)";    105.00000000000
"POINT (-117.167772456994342 32.713111060581205)";      7.00000000000
"POINT (-117.158000566935897 32.710192804385265)";    716.00000000000
"POINT (-117.090877807426352 32.622712812897682)";    717.00000000000
"POINT (-117.239306450767359 32.71286114593088)";    718.00000000000
"POINT (-117.25251616632309 32.730037959593133)";    719.00000000000
"POINT (-117.133280649343547 32.734935749682485)";    720.00000000000
"POINT (-117.169424306735593 32.711912141209837)";     30.00000000000
"POINT (-117.15984427870626 32.712012488125623)";     74.00000000000
"POINT (-117.159869538267586 32.713788721517332)";     68.00000000000
"POINT (-117.142360206878394 32.69952710619345)";    143.00000000000
"POINT (-117.158003305779246 32.707886519892945)";    131.00000000000
"POINT (-117.161842959529579 32.713845248998958)";    140.00000000000
"POINT (-117.14910788869733 32.73146282268786)";      1.00000000000
"POINT (-117.043323655474637 32.839843997045506)";      2.00000000000
"POINT (-117.176894851200089 32.74879169576586)";      5.00000000000
"POINT (-117.129427433175834 32.938541303511911)";     75.00000000000
"POINT (-117.068723019012936 32.579369628998748)";     13.00000000000
"POINT (-117.112207367628898 32.5893140063367)";    640.00000000000
"POINT (-117.180891553679857 32.747642160881497)";    905.00000000000
"POINT (-117.187462963031876 32.755580985121362)";    906.00000000000
"POINT (-117.220059146463257 32.743093255516058)";    908.00000000000
"POINT (-117.136694430849431 32.751182440674782)";    909.00000000000
"POINT (-117.193141742850315 32.75599464975496)";    910.00000000000
"POINT (-117.223065036126002 32.805388143522585)";     31.00000000000
"POINT (-117.205817257376012 32.728953526959295)";     33.00000000000
"POINT (-117.166192213278237 32.738753079196506)";    116.00000000000
"POINT (-117.161387986875994 32.710269800131243)";    152.00000000000
"POINT (-117.277921964192785 32.84084883053346)";    353.00000000000
"POINT (-117.15621202473389 32.708581190421889)";    162.00000000000
"POINT (-117.165706674557995 32.732493996740224)";    106.00000000000
"POINT (-117.163656009348784 32.747447140545646)";    589.00000000000
"POINT (-117.147034403807083 32.746141781591028)";    481.00000000000
"POINT (-117.161949055815612 32.71405038304605)";    372.00000000000
"POINT (-117.153133609764069 32.709605110160297)";    378.00000000000
"POINT (-117.161715450006099 32.736595541242409)";    211.00000000000
"POINT (-117.163975693127014 32.734975634463638)";    320.00000000000
"POINT (-117.167677317961562 32.721678838136377)";    251.00000000000
"POINT (-117.278976374530231 32.828821547339686)";    117.00000000000
"POINT (-117.267681153360826 32.848270764157128)";    288.00000000000
"POINT (-117.154691104706473 32.730064727913131)";    441.00000000000
"POINT (-117.154834610904274 32.708877809602875)";    289.00000000000
"POINT (-117.166055884396698 32.711183343282229)";    225.00000000000
"POINT (-117.144947413751552 32.748461811458235)";    325.00000000000
"POINT (-116.958770607980128 33.085425436501247)";    185.00000000000
"POINT (-117.276960951259497 32.841174915408089)";    447.00000000000
"POINT (-117.044253855338624 32.552548576380879)";    451.00000000000
"POINT (-117.125820360510303 32.939262084791082)";    419.00000000000
"POINT (-117.157050898453818 32.725012422954883)";    235.00000000000
"POINT (-117.168513476548469 32.723168355921587)";    244.00000000000
"POINT (-117.206375327877808 32.744152180584031)";    249.00000000000
"POINT (-117.14586407906647 32.749893922382142)";    293.00000000000
"POINT (-117.244615166999566 32.839851417312836)";    295.00000000000
"POINT (-117.280866910460205 32.830015406628569)";    358.00000000000
"POINT (-117.158575464853612 32.722214924852707)";    303.00000000000
"POINT (-117.251143053890146 32.889911580577376)";    315.00000000000
"POINT (-117.27880100523204 32.841309865690803)";    324.00000000000
"POINT (-117.256021404885985 32.844663995943563)";    417.00000000000
"POINT (-117.156253118973865 32.71485236246486)";    328.00000000000
"POINT (-117.160408972744733 32.751432167174677)";    397.00000000000
"POINT (-117.261168492435687 32.847874946177413)";    866.00000000000
"POINT (-117.240345964362774 32.712929762499961)";    869.00000000000
"POINT (-117.162631952548864 32.730158318962893)";    870.00000000000
"POINT (-117.131738198472306 32.735482395372422)";    872.00000000000
"POINT (-117.123361541391901 32.73699629181727)";    873.00000000000
"POINT (-117.133208756198584 32.725329195616617)";    874.00000000000
"POINT (-117.167345285719449 32.739522807366697)";    875.00000000000
"POINT (-117.131679740057095 32.723626782189982)";    876.00000000000
"POINT (-117.184379909802544 32.742097130696315)";    232.00000000000
"POINT (-117.159880434890141 32.738476910401793)";    253.00000000000
"POINT (-117.165177803461447 32.722712716317979)";    254.00000000000
"POINT (-117.16778309515179 32.723835060631167)";    273.00000000000
"POINT (-117.168443910082729 32.72689226622817)";    276.00000000000
"POINT (-117.168301684094217 32.726934909106632)";    276.00000000000
"POINT (-117.275966425486416 32.847398286153279)";    294.00000000000
"POINT (-117.275860667183963 32.847457920277712)";    294.00000000000
"POINT (-117.275771164265706 32.847507047846179)";    294.00000000000
"POINT (-117.159645102217539 32.722371434649155)";    308.00000000000
"POINT (-117.159494797205596 32.722359410692924)";    308.00000000000
"POINT (-117.163347103074415 32.731023674005392)";    316.00000000000
"POINT (-117.15591193078869 32.715121954522253)";    329.00000000000
"POINT (-117.155932902818805 32.714979545534128)";    329.00000000000
"POINT (-117.163546912346121 32.751079023200639)";    418.00000000000
